%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
295.329,82318.170,0.971,30.656,456.271,527.858,5.971,3.000,0.000,-2074.149,3876.889,-104.296,-0.036,0.042,389.350,-686.826,-764.148,-779.953,-674.388,-606.735,-557.901,-398.389,-214.353,-27.622,-49.679,-57.263,-65.980,-78.074,-95.153,-65.774
295.157,82385.716,0.972,30.622,455.901,525.496,5.968,3.000,0.000,-2074.149,3871.995,-104.296,-0.036,0.042,383.502,-686.603,-764.682,-785.581,-685.615,-620.131,-577.662,-413.806,-226.634,-40.442,-57.695,-63.000,-69.744,-80.791,-95.878,-66.901
294.960,82284.203,0.972,30.618,455.507,525.123,5.980,3.000,0.000,-2074.149,3889.210,-104.296,-0.036,0.042,385.234,-687.830,-762.225,-778.807,-673.632,-607.981,-558.757,-410.273,-206.427,-24.286,-43.773,-52.483,-59.183,-72.430,-90.799,-63.071
295.303,82414.646,0.972,30.606,455.346,523.396,5.979,3.000,0.000,-2074.149,3910.468,-104.296,-0.035,0.042,387.400,-681.920,-757.954,-777.661,-675.791,-610.370,-566.341,-409.096,-224.848,-33.354,-52.422,-59.494,-69.953,-82.986,-100.750,-70.279
294.996,82301.251,0.972,30.586,454.594,523.159,5.982,3.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,377.978,-692.731,-769.808,-788.395,-686.263,-622.519,-576.809,-417.768,-226.302,-35.752,-53.265,-58.326,-62.739,-75.461,-93.080,-64.423
295.237,82336.444,0.972,30.600,454.850,523.661,5.961,3.000,0.000,-2074.149,3892.648,-104.296,-0.036,0.042,386.642,-683.927,-759.022,-777.973,-674.280,-607.670,-558.757,-397.532,-222.059,-30.962,-51.367,-57.795,-65.980,-78.387,-93.494,-60.143
295.157,82382.422,0.972,30.548,453.686,522.020,5.961,3.000,0.000,-2074.149,3886.686,-104.296,-0.036,0.042,386.209,-684.039,-762.759,-782.767,-679.246,-612.239,-568.157,-398.068,-223.287,-32.109,-52.852,-61.619,-68.908,-81.418,-100.957,-72.532
294.956,82281.297,0.972,30.540,453.188,520.964,5.961,3.000,0.000,-2074.149,3910.091,-104.296,-0.036,0.043,381.011,-691.395,-767.031,-787.978,-685.723,-618.365,-570.293,-408.346,-214.021,-27.105,-45.679,-51.421,-57.719,-70.340,-87.690,-57.102
295.227,82421.491,0.973,30.532,453.314,521.979,5.961,3.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,391.949,-677.683,-753.361,-773.284,-668.126,-602.478,-557.261,-391.323,-217.929,-28.668,-48.211,-54.502,-61.998,-75.043,-93.598,-66.901
294.989,82294.341,0.972,30.525,452.758,522.735,5.961,3.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,376.245,-692.174,-769.274,-790.062,-688.098,-622.311,-577.129,-418.196,-226.972,-42.429,-63.402,-71.606,-81.026,-94.156,-109.664,-76.699
295.129,82357.754,0.972,30.509,452.420,521.219,5.961,3.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,380.144,-693.510,-771.944,-792.250,-688.638,-621.065,-570.613,-405.027,-217.035,-24.915,-43.252,-51.527,-58.339,-72.420,-89.868,-60.030
295.160,82378.742,0.972,30.497,452.152,521.146,5.961,3.000,0.000,-2074.149,3913.557,-104.296,-0.035,0.042,391.624,-680.136,-754.002,-772.241,-670.501,-607.358,-559.718,-411.665,-221.390,-27.939,-48.000,-53.864,-61.580,-75.032,-93.392,-64.413
294.965,82285.236,0.972,30.492,451.768,521.172,5.961,3.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,382.527,-689.167,-767.886,-788.082,-684.104,-618.158,-574.672,-422.157,-229.316,-42.638,-61.081,-67.463,-76.007,-87.154,-101.373,-71.620
295.235,82421.103,0.973,30.456,451.038,519.431,5.961,3.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,381.877,-693.733,-767.352,-782.975,-678.598,-612.550,-564.952,-398.710,-211.677,-25.958,-44.413,-51.314,-55.725,-69.807,-91.008,-62.611
294.995,82292.662,0.972,30.465,450.983,519.408,5.961,3.000,0.000,-2074.149,3915.680,-104.296,-0.036,0.042,384.043,-687.495,-762.332,-779.953,-673.956,-606.735,-560.252,-391.109,-217.705,-29.607,-47.578,-54.395,-62.207,-75.868,-93.184,-64.638
295.115,82362.662,0.972,30.452,450.789,520.777,5.961,3.000,0.000,-2074.149,3908.284,-104.296,-0.036,0.042,382.094,-690.615,-767.992,-787.144,-684.967,-620.858,-575.420,-418.196,-226.860,-42.742,-61.503,-65.444,-69.525,-80.780,-96.294,-66.665
295.327,82340.061,0.971,30.357,447.547,516.913,5.944,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,314.187,-798.402,-845.313,-837.374,-720.127,-648.789,-603.938,-394.855,-213.348,-15.116,-30.171,-34.740,-36.493,-43.479,-45.918,1.467
295.327,82340.061,0.971,30.357,447.547,516.913,5.944,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,316.786,-790.162,-830.148,-821.116,-706.215,-637.471,-595.927,-386.825,-226.075,-24.811,-38.083,-39.415,-39.212,-46.092,-51.515,-4.956
294.915,82258.372,0.972,30.355,447.648,516.627,5.948,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,306.172,-802.633,-847.769,-836.123,-717.647,-645.986,-605.006,-401.493,-232.439,-35.131,-51.058,-50.995,-45.799,-48.287,-45.089,2.934
295.182,82386.491,0.972,30.353,447.884,516.419,5.948,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,318.627,-795.172,-841.361,-831.433,-713.441,-638.302,-588.343,-383.613,-213.348,-17.097,-35.234,-40.052,-42.767,-47.764,-47.680,4.401
294.993,82291.435,0.972,30.352,447.633,516.940,5.948,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,319.493,-788.603,-836.769,-830.600,-715.923,-646.816,-607.356,-406.204,-234.784,-28.355,-41.880,-43.346,-44.440,-50.795,-54.521,-8.672
295.046,82317.007,0.972,30.334,447.155,517.526,5.948,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,303.465,-805.639,-850.332,-839.145,-722.825,-651.593,-608.104,-399.245,-233.890,-33.151,-46.311,-44.727,-39.421,-42.956,-42.808,4.739
295.171,82381.906,0.972,30.340,447.485,516.920,5.954,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,317.111,-797.065,-842.857,-829.662,-709.667,-632.590,-584.498,-380.830,-215.246,-20.850,-40.298,-42.602,-44.231,-47.450,-45.192,5.304
294.919,82257.404,0.972,30.344,447.329,516.428,5.951,4.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.043,316.678,-793.391,-841.789,-832.788,-718.511,-648.062,-607.036,-391.429,-219.489,-23.247,-41.775,-44.090,-47.577,-53.721,-58.149,-6.532
295.181,82389.397,0.972,30.317,446.849,517.049,5.949,4.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,306.714,-796.620,-841.895,-833.205,-720.776,-649.828,-612.591,-406.097,-236.684,-30.023,-41.986,-40.902,-40.885,-47.346,-51.411,-3.604
294.989,82293.760,0.972,30.328,446.939,515.771,5.959,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,309.530,-801.631,-844.565,-827.786,-709.560,-639.548,-595.287,-393.784,-217.258,-27.834,-44.623,-43.877,-40.571,-42.225,-42.083,5.755
295.040,82317.459,0.972,30.293,445.962,514.774,5.954,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,312.237,-798.179,-844.672,-831.850,-713.334,-638.198,-593.791,-381.686,-217.705,-20.954,-39.982,-43.452,-47.367,-54.140,-54.003,-0.788
295.221,82371.703,0.972,30.306,446.358,514.555,5.966,4.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.042,314.836,-795.507,-843.604,-833.726,-719.050,-648.270,-606.502,-397.103,-225.743,-25.020,-39.560,-41.540,-41.512,-46.823,-50.064,-3.266
294.917,82256.112,0.972,30.321,446.652,515.468,5.960,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,309.530,-798.068,-843.070,-831.433,-715.491,-644.532,-600.414,-403.634,-229.427,-30.336,-44.624,-43.559,-41.617,-45.778,-45.711,4.062
295.179,82383.649,0.972,30.279,445.691,514.885,5.955,4.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,311.154,-801.631,-849.478,-836.540,-717.001,-644.428,-603.191,-399.887,-227.976,-28.981,-46.101,-48.340,-49.878,-52.669,-51.930,-0.338
294.993,82295.245,0.972,30.276,445.419,514.844,5.970,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,312.454,-798.402,-844.352,-833.101,-717.325,-646.713,-602.123,-393.570,-218.151,-21.162,-38.822,-40.265,-42.035,-49.429,-50.894,-1.126
295.046,82318.686,0.972,30.300,446.151,514.806,5.969,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,313.212,-795.172,-842.429,-834.143,-717.648,-645.363,-604.687,-398.495,-229.316,-25.749,-39.771,-41.965,-42.244,-46.190,-46.022,1.806
295.225,82367.957,0.972,30.257,444.895,511.944,5.960,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,313.104,-794.504,-839.546,-828.620,-715.491,-645.155,-599.559,-387.361,-221.836,-27.417,-45.890,-46.534,-47.786,-53.191,-55.662,-7.432
294.916,82253.981,0.972,30.272,445.188,515.610,5.976,4.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.043,312.563,-798.958,-847.769,-837.895,-721.099,-647.751,-605.007,-395.497,-229.204,-27.939,-40.615,-43.559,-44.858,-49.847,-51.101,-3.716
295.176,82385.005,0.972,30.287,445.946,516.367,5.968,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,308.231,-801.631,-845.526,-831.433,-713.658,-642.351,-596.034,-389.502,-220.831,-23.039,-39.560,-41.753,-40.258,-45.772,-47.681,1.354
294.991,82288.077,0.972,30.260,444.897,513.609,5.964,4.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,318.195,-792.500,-842.216,-835.707,-719.805,-648.270,-609.600,-407.596,-232.553,-31.587,-46.206,-46.109,-47.577,-52.460,-52.863,-4.054
295.085,82335.282,0.972,30.532,453.045,525.509,6.039,5.000,0.000,-2074.149,3853.849,104.223,-0.036,0.042,203.718,-953.513,-960.120,-913.555,-780.092,-710.235,-668.990,-425.691,-235.007,-22.201,-34.174,-31.872,-24.677,-24.143,-7.670,60.709
295.085,82335.282,0.972,30.532,453.045,525.509,6.039,5.000,0.000,-2074.149,3853.849,104.223,-0.036,0.042,192.563,-965.871,-969.839,-921.371,-788.073,-718.116,-676.040,-428.795,-239.808,-27.413,-36.495,-29.853,-19.240,-16.618,1.662,71.090
295.234,82352.911,0.972,30.552,453.510,526.971,6.052,5.000,0.000,-2074.149,3854.856,104.223,-0.036,0.042,202.635,-959.858,-966.848,-917.932,-782.897,-710.338,-666.960,-419.588,-227.304,-12.404,-26.158,-27.197,-20.913,-19.022,-1.451,68.269
294.964,82260.697,0.972,30.573,454.043,527.054,6.043,5.000,0.000,-2074.149,3871.820,104.223,-0.036,0.043,202.635,-955.293,-961.615,-918.139,-788.073,-718.738,-678.176,-425.798,-245.055,-28.455,-39.975,-33.891,-25.095,-22.471,-6.219,63.417
295.227,82396.435,0.972,30.536,453.280,524.029,6.036,5.000,0.000,-2074.149,3891.928,104.223,-0.036,0.042,201.552,-958.188,-963.217,-913.345,-777.519,-705.880,-663.863,-413.057,-230.430,-22.514,-35.967,-31.128,-20.913,-16.827,-0.000,66.689
295.104,82256.694,0.971,30.578,453.967,524.411,6.050,5.000,0.000,-2074.149,3886.679,104.223,-0.036,0.043,204.151,-957.186,-966.528,-921.474,-788.845,-716.144,-671.981,-427.189,-236.124,-26.162,-37.760,-33.466,-26.768,-23.934,-4.872,67.705
295.095,82333.151,0.972,30.568,454.101,524.145,6.033,5.000,0.000,-2074.149,3879.213,104.223,-0.036,0.042,199.494,-964.201,-974.644,-928.143,-795.964,-724.232,-676.681,-428.367,-234.449,-21.889,-33.647,-27.516,-17.880,-14.319,3.012,75.265
295.159,82368.603,0.972,30.547,453.564,527.541,6.038,5.000,0.000,-2074.149,3881.843,104.223,-0.036,0.042,200.577,-958.411,-966.314,-917.931,-784.962,-714.796,-665.038,-420.551,-232.328,-21.680,-35.334,-31.978,-26.873,-23.203,-5.597,65.110
295.071,82241.389,0.971,30.582,454.031,528.703,6.044,5.000,0.000,-2074.149,3900.207,104.223,-0.036,0.042,197.978,-962.308,-971.868,-926.268,-794.239,-724.129,-675.292,-431.793,-249.077,-33.875,-45.777,-39.309,-29.487,-23.621,-5.597,63.756
295.214,82399.599,0.972,30.572,454.390,525.633,6.031,5.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,200.144,-962.197,-969.839,-921.370,-787.767,-715.003,-671.340,-425.476,-236.796,-17.618,-28.373,-25.073,-16.730,-15.050,1.765,73.009
294.989,82283.492,0.972,30.592,454.702,525.590,6.035,5.000,0.000,-2074.149,3911.679,104.223,-0.036,0.042,203.285,-957.631,-964.926,-917.305,-785.070,-712.618,-665.572,-422.050,-231.884,-21.162,-35.868,-32.828,-26.455,-24.143,-6.945,63.304
295.390,82271.029,0.970,30.622,454.910,530.925,6.027,5.000,0.000,-2074.149,3888.788,104.223,-0.036,0.042,192.455,-969.323,-978.062,-932.520,-801.897,-731.387,-678.069,-437.254,-249.858,-32.004,-42.303,-36.547,-28.128,-25.502,-6.945,66.012
295.151,82366.085,0.972,30.597,455.067,529.508,6.017,5.000,0.000,-2074.149,3876.172,104.223,-0.036,0.042,202.202,-963.533,-969.732,-919.911,-785.609,-714.900,-669.310,-417.661,-228.199,-13.135,-24.580,-20.611,-9.200,-6.480,8.619,77.297
294.946,82262.957,0.972,30.600,454.885,526.130,6.027,5.000,0.000,-2074.149,3902.471,104.223,-0.036,0.043,206.426,-956.407,-964.285,-916.888,-783.344,-713.137,-665.572,-428.153,-235.791,-23.560,-35.551,-31.554,-24.569,-22.990,-6.530,62.289
295.235,82394.498,0.972,30.601,455.201,528.988,6.024,5.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,190.072,-975.002,-982.761,-931.687,-797.798,-727.447,-680.206,-434.898,-244.946,-32.630,-42.197,-35.166,-23.315,-19.124,-0.000,69.962
295.013,82276.002,0.972,30.611,455.179,529.115,6.046,5.000,0.000,-2074.149,3902.518,104.223,-0.036,0.043,198.520,-965.760,-972.508,-924.704,-789.385,-715.418,-671.126,-428.688,-237.354,-24.186,-35.762,-32.403,-23.419,-19.960,0.831,70.753
295.129,82325.854,0.972,30.617,455.472,527.663,6.046,5.000,0.000,-2074.149,3899.965,104.223,-0.037,0.043,202.094,-963.422,-968.877,-921.265,-787.012,-714.381,-666.747,-424.941,-235.568,-21.475,-33.230,-28.473,-20.073,-18.810,-1.140,68.496
295.177,82367.441,0.972,30.611,455.443,528.892,6.046,5.000,0.000,-2074.149,3893.553,104.223,-0.036,0.042,200.253,-962.642,-966.741,-918.035,-784.531,-716.248,-668.456,-427.832,-239.475,-24.081,-34.496,-31.235,-23.210,-21.841,-4.353,64.546
294.953,82267.865,0.972,30.633,455.893,528.809,6.046,5.000,0.000,-2074.149,3886.174,104.223,-0.036,0.043,192.563,-973.109,-979.129,-930.124,-797.582,-727.447,-674.331,-439.074,-241.262,-26.271,-35.657,-29.322,-17.878,-15.362,1.558,72.332
295.213,82400.826,0.972,30.598,455.186,529.724,6.046,5.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,205.126,-962.976,-967.915,-918.347,-781.726,-710.130,-669.417,-422.586,-225.966,-15.325,-29.011,-26.560,-18.819,-15.780,1.973,69.963
295.207,82356.398,0.972,30.455,450.696,521.569,5.991,6.000,0.000,-2074.149,3917.034,104.223,-0.037,0.042,45.704,-1051.610,-1020.352,-938.044,-805.112,-746.942,-592.188,-416.589,-223.173,-14.386,-21.309,-15.086,-1.464,7.328,41.436,127.398
295.207,82356.398,0.972,30.455,450.696,521.569,5.991,6.000,0.000,-2074.149,3917.034,104.223,-0.037,0.042,45.379,-1050.608,-1019.818,-936.585,-801.984,-745.905,-586.099,-415.519,-219.712,-14.595,-22.364,-14.236,1.571,12.457,45.278,128.188
294.962,82263.603,0.972,30.451,450.447,519.591,5.991,6.000,0.000,-2074.149,3916.487,104.223,-0.037,0.043,42.671,-1052.835,-1022.595,-941.066,-806.083,-748.394,-591.227,-422.799,-227.750,-17.201,-22.470,-12.536,1.885,10.050,41.436,124.577
295.229,82397.662,0.972,30.461,451.066,520.758,5.991,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,41.047,-1053.949,-1022.701,-937.731,-804.249,-748.290,-602.335,-424.405,-231.769,-16.471,-21.942,-12.430,4.293,15.912,49.224,130.445
295.001,82276.647,0.972,30.458,450.671,521.914,5.988,6.000,0.000,-2074.149,3917.671,104.223,-0.037,0.042,43.213,-1051.388,-1018.216,-933.875,-802.760,-742.483,-598.490,-415.840,-227.973,-20.120,-29.432,-19.867,-5.228,5.339,39.359,124.915
295.123,82342.321,0.972,30.441,450.335,522.752,5.989,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,42.671,-1050.274,-1019.497,-936.064,-804.378,-747.149,-606.074,-416.054,-223.508,-11.884,-19.622,-11.793,2.094,11.515,40.916,123.110
295.158,82360.854,0.972,30.479,451.497,521.176,5.995,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,47.870,-1046.822,-1014.905,-930.228,-795.964,-739.476,-590.587,-419.801,-224.178,-14.699,-21.204,-12.111,3.246,12.667,41.851,121.530
295.041,82239.775,0.971,30.460,450.460,520.387,5.981,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,36.931,-1060.630,-1031.458,-947.423,-815.272,-756.275,-609.386,-426.333,-235.900,-29.606,-36.922,-24.116,-5.228,7.747,44.447,129.993
295.250,82387.201,0.972,30.440,450.355,523.500,5.989,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,47.328,-1053.726,-1023.342,-939.815,-804.378,-747.253,-590.587,-411.986,-215.695,-7.089,-18.250,-11.368,2.827,10.992,44.032,130.332
295.148,82255.919,0.971,30.480,450.966,522.394,5.994,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,50.469,-1045.041,-1013.196,-931.061,-799.740,-745.801,-591.441,-423.014,-228.088,-15.846,-21.837,-12.218,1.885,9.840,38.424,116.114
295.128,82345.420,0.972,30.466,451.074,521.578,5.979,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,45.920,-1057.066,-1025.585,-939.920,-806.859,-754.823,-616.116,-426.868,-237.354,-27.105,-32.808,-20.823,-4.601,5.234,36.243,118.258
295.168,82359.498,0.972,30.458,450.871,522.562,5.986,6.000,0.000,-2074.149,3917.671,104.223,-0.037,0.042,47.328,-1053.503,-1021.206,-936.064,-800.279,-740.720,-585.994,-415.091,-220.719,-10.425,-17.828,-8.818,7.225,18.634,52.444,135.071
294.965,82268.575,0.972,30.465,450.888,522.711,5.987,6.000,0.000,-2074.149,3917.671,104.223,-0.037,0.042,50.144,-1048.158,-1016.934,-934.500,-803.191,-745.801,-590.159,-416.162,-226.860,-14.908,-23.631,-14.980,-2.405,5.025,33.959,115.324
295.276,82384.166,0.972,30.473,451.276,522.505,5.996,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,34.224,-1060.073,-1027.080,-944.088,-811.821,-755.756,-605.541,-428.795,-236.908,-23.456,-26.584,-15.830,0.105,10.783,43.409,125.254
295.204,82246.039,0.971,30.496,451.324,521.728,5.996,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,40.397,-1058.514,-1023.449,-938.252,-801.358,-739.372,-592.189,-416.911,-221.166,-16.367,-23.525,-14.130,4.922,16.854,50.568,133.830
295.130,82344.775,0.972,30.445,450.463,521.579,5.996,6.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,52.960,-1048.047,-1019.711,-939.190,-805.672,-750.882,-584.712,-419.909,-223.845,-18.348,-28.800,-21.673,-10.246,-1.359,31.981,116.567
295.214,82353.815,0.972,30.458,450.763,520.706,5.996,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,38.448,-1058.403,-1026.546,-944.192,-810.634,-752.542,-593.364,-422.693,-232.442,-17.514,-21.626,-10.837,7.121,16.436,49.322,131.349
295.032,82251.721,0.971,30.487,451.345,519.140,5.996,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,48.087,-1054.394,-1022.595,-937.835,-802.328,-746.527,-600.414,-417.554,-222.729,-15.325,-24.052,-14.236,-0.732,8.584,41.534,123.789
295.409,82357.496,0.971,30.469,450.823,520.841,5.996,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,41.805,-1057.401,-1024.411,-941.691,-809.448,-752.956,-601.909,-431.472,-239.252,-27.939,-30.699,-20.292,-2.718,5.025,38.523,122.209
294.998,82284.267,0.972,30.444,450.312,519.944,5.996,6.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,42.022,-1058.291,-1023.343,-936.482,-797.367,-739.891,-588.237,-413.913,-220.831,-10.216,-17.301,-8.181,10.577,20.309,53.060,132.929
295.231,82284.848,0.971,30.267,444.730,514.322,6.044,7.000,0.000,-2074.149,3917.671,104.223,-0.037,0.043,-188.025,-1229.435,-1143.488,-1008.075,-879.743,-797.442,-583.963,-430.294,-223.619,-10.008,-13.714,1.703,27.436,45.852,96.579,195.328
295.231,82284.848,0.971,30.267,444.730,514.322,6.044,7.000,0.000,-2074.149,3917.671,104.223,-0.037,0.043,-183.376,-1220.305,-1137.187,-1005.574,-880.067,-809.782,-582.361,-438.002,-226.075,-9.278,-9.178,5.641,31.310,50.563,102.291,202.324
295.064,82301.574,0.972,30.254,444.691,516.405,6.034,7.000,0.000,-2074.149,3917.671,104.223,-0.037,0.043,-177.213,-1214.960,-1130.886,-999.634,-870.684,-810.611,-582.468,-423.334,-220.270,-8.548,-13.081,3.512,25.132,41.246,86.194,182.577
295.264,82398.760,0.972,30.249,444.773,515.574,6.040,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,-186.620,-1220.639,-1138.148,-1006.720,-881.361,-810.922,-592.722,-437.360,-231.769,-13.761,-14.030,3.193,27.645,46.375,93.775,191.605
294.993,82270.577,0.972,30.255,444.673,513.189,6.040,7.000,0.000,-2074.149,3917.671,104.223,-0.037,0.043,-179.916,-1221.307,-1138.041,-1004.219,-872.549,-797.235,-578.836,-430.187,-223.284,-9.799,-12.026,4.896,30.263,48.678,98.033,195.328
295.441,82340.448,0.971,30.271,444.846,515.335,6.038,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,-175.591,-1215.405,-1135.265,-1006.512,-879.452,-806.465,-588.877,-436.075,-238.133,-16.680,-18.145,-3.718,18.221,34.755,85.571,186.527
295.408,82249.074,0.970,30.300,445.238,517.157,6.032,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,-185.863,-1225.650,-1142.847,-1010.889,-883.012,-792.570,-588.984,-432.649,-221.945,-8.548,-8.545,5.854,30.577,45.642,91.802,189.235
295.060,82301.574,0.972,30.271,445.199,514.640,6.023,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,-181.430,-1222.755,-1140.177,-1006.408,-878.050,-800.865,-581.080,-432.436,-230.429,-12.197,-13.503,2.554,26.179,44.700,93.568,190.589
295.258,82390.817,0.972,30.266,445.233,514.574,6.034,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,-185.539,-1228.656,-1145.303,-1014.328,-883.875,-795.577,-589.412,-440.358,-235.345,-19.911,-20.465,-2.231,25.551,45.224,96.475,194.877
294.989,82263.797,0.971,30.277,445.291,517.516,6.034,7.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,-178.835,-1225.093,-1141.886,-1009.951,-879.884,-803.250,-577.342,-428.688,-224.069,-7.089,-12.132,-0.106,22.619,41.246,91.179,191.492
295.263,82382.293,0.972,30.287,445.799,518.562,6.030,7.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,-188.242,-1228.879,-1146.158,-1015.787,-890.131,-787.385,-588.878,-438.110,-225.967,-13.240,-13.187,1.384,25.237,40.827,90.452,188.558
295.088,82313.133,0.972,30.300,446.063,515.158,6.027,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,-190.512,-1232.219,-1146.692,-1015.370,-883.443,-805.635,-587.810,-442.072,-228.088,-10.112,-8.017,6.279,31.938,47.841,96.891,192.169
295.322,82250.301,0.970,30.335,446.400,517.584,6.023,7.000,0.000,-2074.149,3917.671,104.223,-0.037,0.042,-188.242,-1229.435,-1140.604,-1009.430,-879.992,-813.412,-584.285,-432.650,-226.302,-14.595,-15.402,1.171,25.024,42.188,91.906,192.394
295.245,82394.369,0.972,30.293,446.081,516.227,6.011,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,-190.188,-1233.667,-1149.041,-1018.080,-889.484,-804.080,-597.743,-435.969,-224.292,-9.174,-11.604,2.022,25.652,42.601,92.945,192.959
295.107,82248.815,0.971,30.328,446.525,518.779,6.027,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,-190.404,-1227.877,-1142.954,-1014.120,-885.493,-783.444,-592.296,-435.862,-224.850,-6.880,-4.958,10.854,34.761,49.509,95.839,194.200
295.238,82384.941,0.972,30.322,446.879,518.853,6.012,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,-190.404,-1230.104,-1142.740,-1009.326,-878.266,-801.073,-593.150,-441.964,-237.020,-20.016,-19.727,-3.506,23.349,42.915,92.309,188.560
295.092,82313.649,0.972,30.315,446.500,517.941,6.016,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,-191.918,-1237.898,-1153.740,-1021.414,-891.210,-800.658,-585.032,-438.753,-230.768,-15.846,-17.512,-0.425,26.175,46.578,99.058,199.280
295.297,82254.950,0.970,30.354,447.026,515.825,6.018,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,-176.348,-1224.536,-1142.847,-1010.889,-880.639,-817.664,-583.857,-430.723,-220.385,-3.857,-7.596,6.491,28.270,44.380,91.063,189.914
295.296,82386.039,0.972,30.329,447.010,517.616,6.003,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,-185.106,-1225.761,-1143.701,-1012.973,-886.463,-805.635,-608.959,-437.254,-232.777,-15.533,-15.613,2.235,27.641,45.741,93.659,193.299
295.138,82237.579,0.971,30.352,447.106,516.164,6.014,7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,-186.187,-1229.213,-1145.197,-1011.411,-877.942,-800.450,-587.275,-429.652,-220.831,-5.629,-9.283,7.875,35.075,54.114,105.392,203.794
